S,Strike,Tau,Sigma,Call,Price
295.04998779296875,290.0,0.684931506849315,0.37048514955045636,1,49.0
295.04998779296875,310.0,0.684931506849315,0.37048514955045636,1,39.6
295.04998779296875,300.0,0.684931506849315,0.37048514955045636,0,41.8
295.04998779296875,290.0,0.684931506849315,0.37048514955045636,0,36.849999999999994
295.04998779296875,310.0,0.684931506849315,0.37048514955045636,0,46.55
435.44000244140625,435.0,0.09041095890410959,0.4623852321250914,1,33.55
435.44000244140625,440.0,0.09041095890410959,0.4623852321250914,1,31.9
435.44000244140625,430.0,0.09041095890410959,0.4623852321250914,1,36.325
435.44000244140625,435.0,0.09041095890410959,0.4623852321250914,0,33.3
435.44000244140625,440.0,0.09041095890410959,0.4623852321250914,0,35.825
435.44000244140625,430.0,0.09041095890410959,0.4623852321250914,0,30.575
435.44000244140625,440.0,0.5315068493150685,0.4623852321250914,1,75.94999999999999
435.44000244140625,430.0,0.5315068493150685,0.4623852321250914,1,80.25
435.44000244140625,450.0,0.5315068493150685,0.4623852321250914,1,72.225
435.44000244140625,440.0,0.5315068493150685,0.4623852321250914,0,73.075
435.44000244140625,430.0,0.5315068493150685,0.4623852321250914,0,67.6
435.44000244140625,450.0,0.5315068493150685,0.4623852321250914,0,78.92500000000001
435.44000244140625,440.0,1.7013698630136986,0.4623852321250914,1,132.5
435.44000244140625,430.0,1.7013698630136986,0.4623852321250914,1,136.0
435.44000244140625,450.0,1.7013698630136986,0.4623852321250914,1,128.5
435.44000244140625,440.0,1.7013698630136986,0.4623852321250914,0,113.5
435.44000244140625,430.0,1.7013698630136986,0.4623852321250914,0,107.75
435.44000244140625,450.0,1.7013698630136986,0.4623852321250914,0,119.525
455.19000244140625,460.0,0.09041095890410959,0.6288998206386782,1,36.2
455.19000244140625,450.0,0.09041095890410959,0.6288998206386782,1,40.8
455.19000244140625,470.0,0.09041095890410959,0.6288998206386782,1,32.05
455.19000244140625,460.0,0.09041095890410959,0.6288998206386782,0,39.425
455.19000244140625,450.0,0.09041095890410959,0.6288998206386782,0,34.175
455.19000244140625,470.0,0.09041095890410959,0.6288998206386782,0,45.375
455.19000244140625,460.0,0.5315068493150685,0.6288998206386782,1,91.8
455.19000244140625,450.0,0.5315068493150685,0.6288998206386782,1,95.975
455.19000244140625,470.0,0.5315068493150685,0.6288998206386782,1,87.725
455.19000244140625,460.0,0.5315068493150685,0.6288998206386782,0,87.25
455.19000244140625,450.0,0.5315068493150685,0.6288998206386782,0,81.6
455.19000244140625,470.0,0.5315068493150685,0.6288998206386782,0,93.275
455.19000244140625,460.0,2.1041095890410957,0.6288998206386782,1,175.5
455.19000244140625,450.0,2.1041095890410957,0.6288998206386782,1,178.55
455.19000244140625,470.0,2.1041095890410957,0.6288998206386782,1,172.4
455.19000244140625,460.0,2.1041095890410957,0.6288998206386782,0,146.5
455.19000244140625,450.0,2.1041095890410957,0.6288998206386782,0,140.0
455.19000244140625,470.0,2.1041095890410957,0.6288998206386782,0,152.5
331.70001220703125,330.0,0.09041095890410959,0.27564635423913486,1,9.575
331.70001220703125,325.0,0.09041095890410959,0.27564635423913486,1,12.875
331.70001220703125,340.0,0.09041095890410959,0.27564635423913486,1,5.699999999999999
331.70001220703125,330.0,0.09041095890410959,0.27564635423913486,0,9.375
331.70001220703125,335.0,0.09041095890410959,0.27564635423913486,0,12.399999999999999
331.70001220703125,325.0,0.09041095890410959,0.27564635423913486,0,6.775
331.70001220703125,330.0,0.43561643835616437,0.27564635423913486,1,25.525
331.70001220703125,335.0,0.43561643835616437,0.27564635423913486,1,22.85
331.70001220703125,325.0,0.43561643835616437,0.27564635423913486,1,27.725
331.70001220703125,330.0,0.43561643835616437,0.27564635423913486,0,23.375
331.70001220703125,335.0,0.43561643835616437,0.27564635423913486,0,25.425
331.70001220703125,325.0,0.43561643835616437,0.27564635423913486,0,21.025
331.70001220703125,330.0,1.7013698630136986,0.27564635423913486,1,49.95
331.70001220703125,340.0,1.7013698630136986,0.27564635423913486,1,45.975
331.70001220703125,320.0,1.7013698630136986,0.27564635423913486,1,55.5
331.70001220703125,330.0,1.7013698630136986,0.27564635423913486,0,44.35
331.70001220703125,340.0,1.7013698630136986,0.27564635423913486,0,50.0
331.70001220703125,320.0,1.7013698630136986,0.27564635423913486,0,40.5
272.67999267578125,275.0,0.09041095890410959,0.3054794496778911,1,8.875
272.67999267578125,270.0,0.09041095890410959,0.3054794496778911,1,11.600000000000001
272.67999267578125,280.0,0.09041095890410959,0.3054794496778911,1,6.675
272.67999267578125,275.0,0.09041095890410959,0.3054794496778911,0,10.225
272.67999267578125,270.0,0.09041095890410959,0.3054794496778911,0,7.85
272.67999267578125,280.0,0.09041095890410959,0.3054794496778911,0,13.075
272.67999267578125,275.0,0.5315068493150685,0.3054794496778911,1,28.85
272.67999267578125,270.0,0.5315068493150685,0.3054794496778911,1,31.425
272.67999267578125,280.0,0.5315068493150685,0.3054794496778911,1,26.575000000000003
272.67999267578125,275.0,0.5315068493150685,0.3054794496778911,0,25.675
272.67999267578125,270.0,0.5315068493150685,0.3054794496778911,0,23.2
272.67999267578125,280.0,0.5315068493150685,0.3054794496778911,0,28.2
272.67999267578125,270.0,2.1041095890410957,0.3054794496778911,1,67.25
272.67999267578125,280.0,2.1041095890410957,0.3054794496778911,1,63.650000000000006
272.67999267578125,260.0,2.1041095890410957,0.3054794496778911,1,72.7
272.67999267578125,270.0,2.1041095890410957,0.3054794496778911,0,44.099999999999994
272.67999267578125,280.0,2.1041095890410957,0.3054794496778911,0,48.849999999999994
272.67999267578125,260.0,2.1041095890410957,0.3054794496778911,0,38.875
468.54998779296875,470.0,0.09041095890410959,0.7103277149066763,1,39.95
468.54998779296875,465.0,0.09041095890410959,0.7103277149066763,1,41.75
468.54998779296875,475.0,0.09041095890410959,0.7103277149066763,1,37.15
468.54998779296875,470.0,0.09041095890410959,0.7103277149066763,0,39.65
468.54998779296875,465.0,0.09041095890410959,0.7103277149066763,0,36.5
468.54998779296875,475.0,0.09041095890410959,0.7103277149066763,0,42.4
468.54998779296875,470.0,0.5315068493150685,0.7103277149066763,1,98.4
468.54998779296875,460.0,0.5315068493150685,0.7103277149066763,1,102.5
468.54998779296875,480.0,0.5315068493150685,0.7103277149066763,1,95.85
468.54998779296875,470.0,0.5315068493150685,0.7103277149066763,0,91.6
468.54998779296875,460.0,0.5315068493150685,0.7103277149066763,0,86.30000000000001
468.54998779296875,480.0,0.5315068493150685,0.7103277149066763,0,97.75
468.54998779296875,470.0,2.1041095890410957,0.7103277149066763,1,196.5
468.54998779296875,460.0,2.1041095890410957,0.7103277149066763,1,199.0
468.54998779296875,480.0,2.1041095890410957,0.7103277149066763,1,193.55
468.54998779296875,470.0,2.1041095890410957,0.7103277149066763,0,202.3
468.54998779296875,460.0,2.1041095890410957,0.7103277149066763,0,157.15
468.54998779296875,480.0,2.1041095890410957,0.7103277149066763,0,172.75
213.27000427246094,215.0,0.09041095890410959,0.5763058328312741,1,18.725
213.27000427246094,210.0,0.09041095890410959,0.5763058328312741,1,20.6
213.27000427246094,220.0,0.09041095890410959,0.5763058328312741,1,16.7
213.27000427246094,215.0,0.09041095890410959,0.5763058328312741,0,19.375
213.27000427246094,210.0,0.09041095890410959,0.5763058328312741,0,16.975
213.27000427246094,220.0,0.09041095890410959,0.5763058328312741,0,22.175
213.27000427246094,210.0,0.5315068493150685,0.5763058328312741,1,46.55
213.27000427246094,220.0,0.5315068493150685,0.5763058328312741,1,42.6
213.27000427246094,200.0,0.5315068493150685,0.5763058328312741,1,50.55
213.27000427246094,210.0,0.5315068493150685,0.5763058328312741,0,38.1
213.27000427246094,220.0,0.5315068493150685,0.5763058328312741,0,44.15
213.27000427246094,200.0,0.5315068493150685,0.5763058328312741,0,32.875
213.27000427246094,210.0,1.7013698630136986,0.5763058328312741,1,78.0
213.27000427246094,220.0,1.7013698630136986,0.5763058328312741,1,74.55
213.27000427246094,200.0,1.7013698630136986,0.5763058328312741,1,81.75
213.27000427246094,210.0,1.7013698630136986,0.5763058328312741,0,61.425
213.27000427246094,220.0,1.7013698630136986,0.5763058328312741,0,67.8
213.27000427246094,200.0,1.7013698630136986,0.5763058328312741,0,55.5
1592.02001953125,1585.0,0.09041095890410959,0.3963390940024864,1,101.6
1592.02001953125,1600.0,0.09041095890410959,0.3963390940024864,1,93.95
1592.02001953125,1580.0,0.09041095890410959,0.3963390940024864,1,104.5
1592.02001953125,1535.0,0.09041095890410959,0.3963390940024864,0,67.0
1592.02001953125,1510.0,0.09041095890410959,0.3963390940024864,0,58.5
1592.02001953125,1440.0,0.09041095890410959,0.3963390940024864,0,36.85
1592.02001953125,1600.0,0.5315068493150685,0.3963390940024864,1,238.25
1592.02001953125,1580.0,0.5315068493150685,0.3963390940024864,1,246.3
1592.02001953125,1620.0,0.5315068493150685,0.3963390940024864,1,227.7
1592.02001953125,1600.0,0.5315068493150685,0.3963390940024864,0,212.5
1592.02001953125,1580.0,0.5315068493150685,0.3963390940024864,0,204.05
1592.02001953125,1560.0,0.5315068493150685,0.3963390940024864,0,193.55
1592.02001953125,1600.0,1.7013698630136986,0.3963390940024864,1,430.0
1592.02001953125,1580.0,1.7013698630136986,0.3963390940024864,1,438.0
1592.02001953125,1620.0,1.7013698630136986,0.3963390940024864,1,422.0
1592.02001953125,1600.0,1.7013698630136986,0.3963390940024864,0,348.0
1592.02001953125,1560.0,1.7013698630136986,0.3963390940024864,0,326.4
1592.02001953125,1540.0,1.7013698630136986,0.3963390940024864,0,316.05
430.0,430.0,0.09041095890410959,0.4252553690180748,1,29.075
430.0,435.0,0.09041095890410959,0.4252553690180748,1,27.375
430.0,425.0,0.09041095890410959,0.4252553690180748,1,31.25
430.0,430.0,0.09041095890410959,0.4252553690180748,0,28.174999999999997
430.0,435.0,0.09041095890410959,0.4252553690180748,0,30.75
430.0,425.0,0.09041095890410959,0.4252553690180748,0,25.5
430.0,430.0,0.5315068493150685,0.4252553690180748,1,64.95
430.0,440.0,0.5315068493150685,0.4252553690180748,1,61.0
430.0,420.0,0.5315068493150685,0.4252553690180748,1,69.825
430.0,430.0,0.5315068493150685,0.4252553690180748,0,58.45
430.0,420.0,0.5315068493150685,0.4252553690180748,0,52.725
430.0,440.0,0.5315068493150685,0.4252553690180748,0,64.025
430.0,430.0,2.1041095890410957,0.4252553690180748,1,133.0
430.0,440.0,2.1041095890410957,0.4252553690180748,1,129.075
430.0,420.0,2.1041095890410957,0.4252553690180748,1,137.35
430.0,430.0,2.1041095890410957,0.4252553690180748,0,107.075
430.0,420.0,2.1041095890410957,0.4252553690180748,0,101.45
430.0,440.0,2.1041095890410957,0.4252553690180748,0,113.575
403.5400085449219,400.0,0.09041095890410959,0.5317048450711799,1,30.55
403.5400085449219,415.0,0.09041095890410959,0.5317048450711799,1,24.15
403.5400085449219,380.0,0.09041095890410959,0.5317048450711799,1,41.650000000000006
403.5400085449219,425.0,0.09041095890410959,0.5317048450711799,0,41.35
403.5400085449219,360.0,0.09041095890410959,0.5317048450711799,0,12.55
403.5400085449219,355.0,0.09041095890410959,0.5317048450711799,0,10.95
403.5400085449219,400.0,0.6082191780821918,0.5317048450711799,1,84.75
403.5400085449219,410.0,0.6082191780821918,0.5317048450711799,1,80.55
403.5400085449219,390.0,0.6082191780821918,0.5317048450711799,1,88.7
403.5400085449219,400.0,0.6082191780821918,0.5317048450711799,0,73.4
403.5400085449219,410.0,0.6082191780821918,0.5317048450711799,0,79.19999999999999
403.5400085449219,390.0,0.6082191780821918,0.5317048450711799,0,67.55
403.5400085449219,400.0,1.7013698630136986,0.5317048450711799,1,140.5
403.5400085449219,410.0,1.7013698630136986,0.5317048450711799,1,137.5
403.5400085449219,390.0,1.7013698630136986,0.5317048450711799,1,144.55
403.5400085449219,400.0,1.7013698630136986,0.5317048450711799,0,114.0
403.5400085449219,410.0,1.7013698630136986,0.5317048450711799,0,120.0
403.5400085449219,390.0,1.7013698630136986,0.5317048450711799,0,108.0
165.92999267578125,165.0,0.09041095890410959,0.31337368731340104,1,8.1
165.92999267578125,170.0,0.09041095890410959,0.31337368731340104,1,6.1
165.92999267578125,175.0,0.09041095890410959,0.31337368731340104,1,6.35
165.92999267578125,165.0,0.09041095890410959,0.31337368731340104,0,7.050000000000001
165.92999267578125,170.0,0.09041095890410959,0.31337368731340104,0,10.3
165.92999267578125,160.0,0.09041095890410959,0.31337368731340104,0,4.949999999999999
165.92999267578125,166.0,0.43561643835616437,0.31337368731340104,1,19.45
165.92999267578125,165.8,0.43561643835616437,0.31337368731340104,1,19.55
165.92999267578125,166.2,0.43561643835616437,0.31337368731340104,1,18.549999999999997
165.92999267578125,166.0,0.43561643835616437,0.31337368731340104,0,15.9
165.92999267578125,165.8,0.43561643835616437,0.31337368731340104,0,15.45
165.92999267578125,166.2,0.43561643835616437,0.31337368731340104,0,15.899999999999999
165.92999267578125,166.0,1.7013698630136986,0.31337368731340104,1,40.0
165.92999267578125,164.8,1.7013698630136986,0.31337368731340104,1,40.0
165.92999267578125,164.0,1.7013698630136986,0.31337368731340104,1,62.01
165.92999267578125,166.0,1.7013698630136986,0.31337368731340104,0,32.0
165.92999267578125,165.6,1.7013698630136986,0.31337368731340104,0,30.36
165.92999267578125,164.8,1.7013698630136986,0.31337368731340104,0,29.96
63.88999938964844,65.0,0.10684931506849316,0.3166066322803651,1,2.625
63.88999938964844,60.0,0.10684931506849316,0.3166066322803651,1,5.4
63.88999938964844,70.0,0.10684931506849316,0.3166066322803651,1,1.05
63.88999938964844,65.0,0.10684931506849316,0.3166066322803651,0,3.55
63.88999938964844,60.0,0.10684931506849316,0.3166066322803651,0,1.425
63.88999938964844,70.0,0.10684931506849316,0.3166066322803651,0,6.949999999999999
63.88999938964844,65.0,0.43561643835616437,0.3166066322803651,1,6.2
63.88999938964844,60.0,0.43561643835616437,0.3166066322803651,1,8.75
63.88999938964844,70.0,0.43561643835616437,0.3166066322803651,1,4.2
63.88999938964844,65.0,0.43561643835616437,0.3166066322803651,0,6.449999999999999
63.88999938964844,60.0,0.43561643835616437,0.3166066322803651,0,4.15
63.88999938964844,70.0,0.43561643835616437,0.3166066322803651,0,9.5
63.88999938964844,65.0,1.7013698630136986,0.3166066322803651,1,13.100000000000001
63.88999938964844,60.0,1.7013698630136986,0.3166066322803651,1,15.700000000000001
63.88999938964844,70.0,1.7013698630136986,0.3166066322803651,1,10.15
63.88999938964844,65.0,1.7013698630136986,0.3166066322803651,0,11.45
63.88999938964844,60.0,1.7013698630136986,0.3166066322803651,0,8.9
63.88999938964844,70.0,1.7013698630136986,0.3166066322803651,0,16.6
94.56999969482422,90.0,0.10684931506849316,0.219303663701329,1,5.449999999999999
94.56999969482422,100.0,0.10684931506849316,0.219303663701329,1,0.8999999999999999
94.56999969482422,105.0,0.10684931506849316,0.219303663701329,1,1.25
94.56999969482422,95.0,0.10684931506849316,0.219303663701329,0,3.3
94.56999969482422,90.0,0.10684931506849316,0.219303663701329,0,1.45
94.56999969482422,100.0,0.10684931506849316,0.219303663701329,0,7.050000000000001
94.56999969482422,95.0,0.5315068493150685,0.219303663701329,1,7.45
94.56999969482422,90.0,0.5315068493150685,0.219303663701329,1,8.8
94.56999969482422,100.0,0.5315068493150685,0.219303663701329,1,5.300000000000001
94.56999969482422,95.0,0.5315068493150685,0.219303663701329,0,7.449999999999999
94.56999969482422,90.0,0.5315068493150685,0.219303663701329,0,4.75
94.56999969482422,100.0,0.5315068493150685,0.219303663701329,0,9.9
362.70001220703125,365.0,0.09041095890410959,0.37437500152714165,1,18.549999999999997
362.70001220703125,360.0,0.09041095890410959,0.37437500152714165,1,21.0
362.70001220703125,370.0,0.09041095890410959,0.37437500152714165,1,16.3
362.70001220703125,345.0,0.09041095890410959,0.37437500152714165,0,11.4
362.70001220703125,340.0,0.09041095890410959,0.37437500152714165,0,9.8
362.70001220703125,335.0,0.09041095890410959,0.37437500152714165,0,8.2
362.70001220703125,365.0,0.5315068493150685,0.37437500152714165,1,50.9
362.70001220703125,360.0,0.5315068493150685,0.37437500152714165,1,53.35
362.70001220703125,370.0,0.5315068493150685,0.37437500152714165,1,48.85
362.70001220703125,365.0,0.5315068493150685,0.37437500152714165,0,46.55
362.70001220703125,360.0,0.5315068493150685,0.37437500152714165,0,43.9
362.70001220703125,355.0,0.5315068493150685,0.37437500152714165,0,41.45
362.70001220703125,360.0,1.7013698630136986,0.37437500152714165,1,94.75
362.70001220703125,370.0,1.7013698630136986,0.37437500152714165,1,90.25
362.70001220703125,350.0,1.7013698630136986,0.37437500152714165,1,99.25
362.70001220703125,360.0,1.7013698630136986,0.37437500152714165,0,71.0
362.70001220703125,350.0,1.7013698630136986,0.37437500152714165,0,66.0
362.70001220703125,340.0,1.7013698630136986,0.37437500152714165,0,88.25
303.6300048828125,315.0,0.09041095890410959,0.4538519144701462,1,15.25
303.6300048828125,320.0,0.09041095890410959,0.4538519144701462,1,13.45
303.6300048828125,325.0,0.09041095890410959,0.4538519144701462,1,11.4
303.6300048828125,305.0,0.09041095890410959,0.4538519144701462,0,20.450000000000003
303.6300048828125,295.0,0.09041095890410959,0.4538519144701462,0,15.65
303.6300048828125,290.0,0.09041095890410959,0.4538519144701462,0,13.35
303.6300048828125,300.0,0.5315068493150685,0.4538519144701462,1,47.5
303.6300048828125,310.0,0.5315068493150685,0.4538519144701462,1,43.2
303.6300048828125,290.0,0.5315068493150685,0.4538519144701462,1,52.15
303.6300048828125,300.0,0.5315068493150685,0.4538519144701462,0,39.3
303.6300048828125,310.0,0.5315068493150685,0.4538519144701462,0,44.85
303.6300048828125,290.0,0.5315068493150685,0.4538519144701462,0,34.3
303.6300048828125,300.0,1.7013698630136986,0.4538519144701462,1,85.1
303.6300048828125,310.0,1.7013698630136986,0.4538519144701462,1,80.25
303.6300048828125,290.0,1.7013698630136986,0.4538519144701462,1,88.25
303.6300048828125,300.0,1.7013698630136986,0.4538519144701462,0,64.55
