ticker,S,Strike,Tau,Sigma,Call,Price,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,ebitda,totalDebt,totalRevenue,revenueGrowth,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,currentRatio,quickRatio,debtToEquity,totalCash,totalCashPerShare,revenuePerShare,bookValue,priceToBook,enterpriseValue,enterpriseToRevenue,enterpriseToEbitda,forwardEps,trailingEps,pegRatio,trailingPE,forwardPE,dividendRate,dividendYield,payoutRatio,lastDividendValue,fiveYearAvgDividendYield,trailingAnnualDividendRate,trailingAnnualDividendYield,marketCap,sharesOutstanding,floatShares,sharesShort,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,averageVolume,averageVolume10days,fullTimeEmployees,industry_Advertising Agencies,industry_Aerospace & Defense,industry_Apparel Retail,industry_Auto Manufacturers,industry_Auto Parts,industry_Beverages - Non-Alcoholic,industry_Biotechnology,industry_Communication Equipment,industry_Computer Hardware,industry_Confectioners,industry_Conglomerates,industry_Consulting Services,industry_Consumer Electronics,industry_Credit Services,industry_Diagnostics & Research,industry_Discount Stores,industry_Drug Manufacturers - General,industry_Electronic Gaming & Multimedia,industry_Engineering & Construction,industry_Entertainment,industry_Farm & Heavy Construction Machinery,industry_Industrial Distribution,industry_Information Technology Services,industry_Internet Content & Information,industry_Internet Retail,industry_Lodging,industry_Medical Devices,industry_Medical Instruments & Supplies,industry_Oil & Gas E&P,industry_Oil & Gas Equipment & Services,industry_Packaged Foods,industry_Railroads,industry_Real Estate Services,industry_Restaurants,industry_Semiconductor Equipment & Materials,industry_Semiconductors,industry_Software - Application,industry_Software - Infrastructure,industry_Specialty Business Services,industry_Specialty Chemicals,industry_Telecom Services,industry_Travel Services,industry_Trucking,industry_Utilities - Independent Power Producers,industry_Utilities - Regulated Electric,sector_Basic Materials,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Energy,sector_Financial Services,sector_Healthcare,sector_Industrials,sector_Real Estate,sector_Technology,sector_Utilities,country_Canada,country_Ireland,country_Netherlands,country_Singapore,country_United Kingdom,country_United States,country_Uruguay
AAPL,293.32000732421875,290.0,0.5315068493150685,0.232498541867259,0,18.525,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,300.0,0.5315068493150685,0.232498541867259,0,23.275,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,290.0,1.8547945205479448,0.232498541867259,1,55.175,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,300.0,1.8547945205479448,0.232498541867259,1,50.1,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,280.0,1.8547945205479448,0.232498541867259,1,60.8,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,290.0,1.8547945205479448,0.232498541867259,0,33.525000000000006,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,300.0,1.8547945205479448,0.232498541867259,0,38.6,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AAPL,293.32000732421875,280.0,1.8547945205479448,0.232498541867259,0,29.825,2.0,1.0,7.0,1.0,1.0,159975997440,84710998016,451442016256,0.166,0.47862,0.32275,0.27152002,0.26229,1.4147099,101090746368.0,140222005248.0,0.218,1.07,0.906,79.548,68507000832,4.664,30.534,7.26,40.402203,4324299374592,9.579,27.031,9.55973,8.27,2.57,35.467957,30.682877,1.08,0.37,0.1259,0.26,0.51,1.04,0.0036183603,4308095467520,14687356000,14662240621.0,134422787,3.24,0.0092,0.01638,0.67577004,1.065,294.76,193.46,262.8026,257.01855,44381843,53546890,166000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,142.0,0.0904109589041095,0.2968498512361356,1,6.3,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,140.0,0.0904109589041095,0.2968498512361356,1,7.675,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,143.0,0.0904109589041095,0.2968498512361356,1,6.175,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,140.0,0.0904109589041095,0.2968498512361356,0,5.225,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,137.0,0.0904109589041095,0.2968498512361356,0,3.95,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,136.0,0.0904109589041095,0.2968498512361356,0,3.65,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,140.0,0.4356164383561643,0.2968498512361356,1,15.775,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,145.0,0.4356164383561643,0.2968498512361356,1,13.15,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABNB,141.49000549316406,135.0,0.4356164383561643,0.2968498512361356,1,18.375,9.0,10.0,10.0,10.0,10.0,2574000128,2271000064,12241000448,0.12,0.82959,0.096829996,0.20513001,0.07367,0.30233,3543000064.0,4646000128.0,-0.237,1.377,0.821,27.698,11013999616,18.372,19.969,13.62,10.3884,75464728576,6.165,29.318,5.96659,4.05,1.34,34.935802,23.713715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84119379968,418897799,406920099.0,14433729,4.21,0.0349,0.013739999,0.88723,1.208,147.25,110.81,133.9744,128.37407,4319196,4096070,8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
